Age,PAtt,RuAtt,Cmp,Ctch%,DK Pt,Date,Day,FD Pt,Fant Pt,Fmb,G#,H/A,Int,Lg,Name,Number of Records,Opp,Rec,Result,Rk,ReTd,PTd,RuTD,Tgt,Tm,Week,RuY/A,ReY/R,ReY/Tgt,ReYds,PYds,RuYds
29-204,0,0,0,1,6.2,11/2/14,Sun,5.2,4.2,0,8,@,0,NFL,Ted Ginn\GinnTe00,1,DAL,2,W 28-17,4223,0,0,0,2,ARI,9,,21,21,42,0,0
23-003,0,1,0,0.3,7.2,12/9/12,Sun,5.7,4.2,0,13,@,0,NFL,Chris Givens\GiveCh00,1,BUF,3,W 15-12,4224,0,0,0,10,STL,14,-3,8.33,2.5,25,0,-3
22-231,0,0,0,0.2,5.2,11/29/15,Sun,4.7,4.2,0,11,,0,NFL,Dorial Green-Beckham\GreeDo00,1,OAK,1,L 21-24,4225,0,0,0,5,TEN,12,,22,4.4,22,0,0
26-116,0,0,0,0.778,11.2,9/21/14,Sun,7.7,4.2,0,3,,0,NFL,Percy Harvin\HarvPe00,1,DEN,7,W 26-20,4226,0,0,0,9,SEA,3,,6,4.67,42,0,0
26-271,0,0,0,0.5,7.2,11/24/13,Sun,5.7,4.2,0,11,@,0,NFL,Darrius Heyward-Bey\HeywDa00,1,ARI,3,L 11-40,4227,0,0,0,6,IND,12,,7.33,3.67,22,0,0
23-018,0,0,0,0.5,8.2,11/30/14,Sun,6.2,4.2,0,12,,0,NFL,Allen Hurns\HurnAl01,1,NYG,4,W 25-24,4228,0,0,0,8,JAX,13,,10.5,5.25,42,0,0
24-017,0,0,0,0.444,8.2,11/29/15,Sun,6.2,4.2,0,11,,0,NFL,Allen Hurns\HurnAl01,1,SDG,4,L 25-31,4229,0,0,0,9,JAX,12,,10.5,4.67,42,0,0
23-238,0,1,0,0.2,5.2,10/10/13,Thu,4.7,4.2,0,6,,0,NFL,Alshon Jeffery\JeffAl00,1,NYG,1,W 27-21,4230,0,0,0,5,CHI,6,15,27,5.4,27,0,15
23-206,0,0,0,0.625,9.2,9/8/13,Sun,6.7,4.2,0,1,,0,NFL,Alshon Jeffery\JeffAl00,1,CIN,5,W 24-21,4231,0,0,0,8,CHI,1,,8.4,5.25,42,0,0
24-003,0,1,0,0.625,10.2,11/11/12,Sun,6.7,4.2,1,9,@,0,NFL,Jeremy Kerley\KerlJe00,1,SEA,5,L 7-28,4232,0,0,0,8,NYJ,10,5,11.4,7.13,57,0,5
24-010,0,1,0,1,7.2,11/18/12,Sun,5.7,4.2,0,10,@,0,NFL,Jeremy Kerley\KerlJe00,1,STL,3,W 27-13,4233,0,0,0,3,NYJ,11,-1,14.33,14.33,43,0,-1
25-149,0,0,0,0.6,7.2,10/26/14,Sun,5.7,4.2,0,7,,0,NFL,Greg Little\LittGr00,1,BAL,3,W 27-24,4234,0,0,0,5,CIN,8,,14,8.4,42,0,0
29-239,0,0,0,0.4,8.2,11/17/13,Sun,6.2,4.2,0,10,,0,NFL,Brandon Marshall\MarsBr00,1,BAL,4,W 23-20,4235,0,0,0,10,CHI,11,,10.5,4.2,42,0,0
30-249,0,0,0,0.545,10.2,11/27/14,Thu,7.2,4.2,0,12,@,0,NFL,Brandon Marshall\MarsBr00,1,DET,6,L 17-34,4236,0,0,0,11,CHI,13,,7,3.82,42,0,0
23-345,0,0,0,1,8.2,9/22/13,Sun,6.2,4.2,0,3,,0,NFL,Rishard Matthews\MattRi00,1,ATL,4,W 27-23,4237,0,0,0,4,MIA,3,,10.5,10.5,42,0,0
21-109,0,1,0,1,8.2,11/23/14,Sun,6.2,4.2,0,11,,0,NFL,Donte Moncrief\MoncDo00,1,JAX,4,W 23-3,4238,0,0,0,4,IND,12,4,9.5,9.5,38,0,4
27-116,0,0,0,0.75,7.2,10/14/12,Sun,5.7,4.2,0,6,,0,NFL,Josh Morgan\MorgJo00,1,MIN,3,W 38-26,4239,0,0,0,4,WAS,6,,14,10.5,42,0,0
24-254,0,0,0,0.5,5.2,10/20/13,Sun,4.7,4.2,0,7,@,0,NFL,DeVier Posey\PoseDe00,1,KAN,1,L 16-17,4240,0,0,0,2,HOU,7,,42,21,42,0,0
26-197,0,0,0,0.167,5.2,1/3/16,Sun,4.7,4.2,0,16,,0,NFL,Terrelle Pryor\PryoTe00,1,PIT,1,L 12-28,4241,0,0,0,6,CLE,17,,42,7,42,0,0
24-157,0,0,0,0.833,9.2,10/11/15,Sun,6.7,4.2,0,5,,0,NFL,Rueben Randle\RandRu00,1,SFO,5,W 30-27,4242,0,0,0,6,NYG,5,,8.4,7,42,0,0
24-269,0,1,0,0.5,9.2,10/4/12,Thu,6.7,4.2,0,5,@,0,NFL,Andre Roberts\RobeAn00,1,STL,5,L 3-17,4243,0,0,0,10,ARI,5,3,7.8,3.9,39,0,3
25-244,0,0,0,0.444,8.2,10/23/16,Sun,6.2,4.2,0,7,@,0,NFL,Seth Roberts\RobeSe00,1,JAX,4,W 33-16,4244,0,0,0,9,OAK,7,,10.5,4.67,42,0,0
28-078,0,0,0,0.5,7.2,12/11/16,Sun,5.7,4.2,0,13,@,0,NFL,Aldrick Robinson\RobiAl00,1,LAR,3,W 42-14,4245,0,0,0,6,ATL,14,,14,7,42,0,0
28-179,0,1,0,0.667,6.2,11/16/14,Sun,5.2,4.2,0,10,,0,NFL,Eddie Royal\RoyaEd00,1,OAK,2,W 13-6,4246,0,0,0,3,SDG,11,15,13.5,9,27,0,15
25-323,0,0,0,0.5,6.2,11/10/13,Sun,5.2,4.2,0,9,@,0,NFL,Cecil Shorts\ShorCe00,1,TEN,2,W 29-27,4247,0,0,0,4,JAX,10,,21,10.5,42,0,0
34-165,0,0,0,0.571,8.2,10/24/13,Thu,6.2,4.2,0,7,@,0,NFL,Steve Smith\SmitSt01,1,TAM,4,W 31-13,4248,0,0,0,7,CAR,8,,10.5,6,42,0,0
33-141,0,1,0,0.5,8.2,9/30/12,Sun,5.7,4.2,1,4,@,0,NFL,Steve Smith\SmitSt01,1,ATL,3,L 28-30,4249,0,0,0,6,CAR,4,10,17.33,8.67,52,0,10
26-258,0,0,0,1,6.2,10/11/15,Sun,5.2,4.2,0,5,@,0,NFL,Torrey Smith\SmitTo02,1,NYG,2,L 27-30,4250,0,0,0,2,SFO,5,,21,21,42,0,0
25-218,0,0,0,0.75,7.2,9/15/13,Sun,5.7,4.2,0,2,,0,NFL,Rod Streater\StreRo00,1,JAX,3,W 19-9,4251,0,0,0,4,OAK,2,,14,10.5,42,0,0
25-226,0,0,0,0.75,7.2,9/23/13,Mon,5.7,4.2,0,3,@,0,NFL,Rod Streater\StreRo00,1,DEN,3,L 21-37,4252,0,0,0,4,OAK,3,,14,10.5,42,0,0
28-089,0,0,0,0.778,11.2,10/30/16,Sun,7.7,4.2,0,8,@,0,NFL,Golden Tate\TateGo00,1,HOU,7,L 13-20,4253,0,0,0,9,DET,8,,6,4.67,42,0,0
23-276,0,0,0,0.8,8.2,12/4/16,Sun,6.2,4.2,0,12,,0,NFL,Michael Thomas\ThomMi05,1,DET,4,L 13-28,4254,0,0,0,5,NOR,13,,10.5,8.4,42,0,0
25-041,0,0,0,0.286,8.2,9/8/13,Sun,6.2,4.2,0,1,@,0,NFL,Kenbrell Thompkins\ThomKe02,1,BUF,4,W 23-21,4255,0,0,0,14,NWE,1,,10.5,3,42,0,0
26-020,0,0,0,0.6,7.2,11/24/14,Mon,5.7,4.2,0,11,,0,NFL,Nick Toon\ToonNi00,1,BAL,3,L 27-34,4256,0,0,0,5,NOR,12,,14,8.4,42,0,0
32-030,0,0,0,0.444,8.2,9/27/15,Sun,6.2,4.2,0,3,,0,NFL,Nate Washington\WashNa00,1,TAM,4,W 19-9,4257,0,0,0,9,HOU,3,,10.5,4.67,42,0,0
33-241,0,0,0,1,6.2,12/28/14,Sun,5.2,4.2,0,16,,0,NFL,Wes Welker\WelkWe00,1,OAK,2,W 47-14,4258,0,0,0,2,DEN,17,,21,21,42,0,0
24-173,0,0,0,1,5.2,1/1/17,Sun,4.7,4.2,0,16,@,0,NFL,Albert Wilson\WilsAl02,1,SDG,1,W 37-27,4259,0,0,0,1,KAN,17,,42,42,42,0,0
23-166,0,0,0,0.571,8.1,11/6/16,Sun,6.1,4.1,1,8,@,0,NFL,Nelson Agholor\AghoNe00,1,NYG,4,L 23-28,4260,0,0,0,7,PHI,9,,10.25,5.86,41,0,0
27-188,0,0,0,1,7.1,12/4/16,Sun,5.6,4.1,0,12,,0,NFL,Kamar Aiken\AikeKa00,1,MIA,3,W 38-6,4261,0,0,0,3,BAL,13,,13.67,13.67,41,0,0
21-197,0,0,0,0.8,8.1,11/10/13,Sun,6.1,4.1,0,9,,0,NFL,Keenan Allen\AlleKe00,1,DEN,4,L 20-28,4262,0,0,0,5,SDG,10,,10.25,8.2,41,0,0
27-016,0,0,0,0.636,11.1,11/18/12,Sun,7.6,4.1,0,10,,0,NFL,Danny Amendola\AmenDa00,1,NYJ,7,L 13-27,4263,0,0,0,11,STL,11,,5.86,3.73,41,0,0
27-229,0,0,0,0.571,8.1,12/11/16,Sun,6.1,4.1,0,13,@,0,NFL,Cole Beasley\BeasCo00,1,NYG,4,L 7-10,4264,0,0,0,7,DAL,14,,10.25,5.86,41,0,0
27-193,0,0,0,0.444,8.1,11/27/16,Sun,6.1,4.1,0,11,,0,NFL,Josh Bellamy\BellJo02,1,TEN,4,L 21-27,4265,0,0,0,9,CHI,12,,10.25,4.56,41,0,0
25-349,0,0,0,0.571,8.1,12/13/15,Sun,6.1,4.1,1,13,,0,NFL,Travis Benjamin\BenjTr00,1,SFO,4,W 24-10,4266,0,0,0,7,CLE,14,,10.25,5.86,41,0,0
24-266,0,1,0,1,5.1,9/21/14,Sun,4.6,4.1,1,3,,0,NFL,Travis Benjamin\BenjTr00,1,BAL,1,L 21-23,4267,0,0,0,1,CLE,3,-2,43,43,43,0,-2
28-065,0,0,0,0.333,8.1,11/25/12,Sun,6.1,4.1,0,11,,0,NFL,Dwayne Bowe\BoweDw00,1,DEN,4,L 9-17,4268,0,0,0,12,KAN,12,,10.25,3.42,41,0,0
21-350,0,1,0,0.714,9.1,10/30/16,Sun,6.6,4.1,0,8,,0,NFL,Tyler Boyd\BoydTy00,1,WAS,5,T 27-27,4269,0,0,0,7,CIN,8,3,7.6,5.43,38,0,3
27-036,0,0,0,0.5,5.1,10/25/15,Sun,4.6,4.1,0,6,,0,NFL,Kenny Britt\BritKe00,1,CLE,1,W 24-6,4270,0,0,0,2,STL,7,,41,20.5,41,0,0
27-078,0,0,0,0.333,6.1,12/6/15,Sun,5.1,4.1,0,12,,0,NFL,Kenny Britt\BritKe00,1,ARI,2,L 3-27,4271,0,0,0,6,STL,13,,20.5,6.83,41,0,0
24-247,0,0,0,0.778,11.1,9/29/13,Sun,7.6,4.1,0,4,,0,NFL,Vincent Brown\BrowVi00,1,DAL,7,W 30-21,4272,0,0,0,9,SDG,4,,5.86,4.56,41,0,0
25-269,0,0,0,0.4,6.1,10/25/15,Sun,5.1,4.1,0,6,@,0,NFL,Brice Butler\ButlBr00,1,NYG,2,L 20-27,4273,0,0,0,5,DAL,7,,20.5,8.2,41,0,0
26-098,0,0,0,0.857,10.1,11/28/16,Mon,7.1,4.1,1,11,@,0,NFL,Randall Cobb\CobbRa00,1,PHI,6,W 27-13,4274,0,0,0,7,GNB,12,,6.83,5.86,41,0,0
22-123,0,0,0,0.429,7.1,11/6/16,Sun,5.6,4.1,0,9,,0,NFL,Corey Coleman\ColeCo00,1,DAL,3,L 10-35,4275,0,0,0,7,CLE,9,,13.67,5.86,41,0,0
29-187,0,0,0,1,9.1,12/9/12,Sun,6.1,4.1,1,13,@,0,NFL,Marques Colston\ColsMa00,1,NYG,4,L 27-52,4276,0,0,0,4,NOR,14,,15.25,15.25,61,0,0
22-020,0,0,0,0.8,8.1,10/15/15,Thu,6.1,4.1,0,6,,0,NFL,Brandin Cooks\CookBr00,1,ATL,4,W 31-21,4277,0,0,0,5,NOR,6,,10.25,8.2,41,0,0
31-126,0,0,0,1,8.1,10/20/13,Sun,6.1,4.1,0,6,,0,NFL,Jerricho Cotchery\CotcJe00,1,BAL,4,W 19-16,4278,0,0,0,4,PIT,7,,10.25,10.25,41,0,0
27-105,0,0,0,1,8.1,12/28/14,Sun,6.1,4.1,0,16,,0,NFL,Michael Crabtree\CrabMi00,1,ARI,4,W 20-17,4279,0,0,0,4,SFO,17,,10.25,10.25,41,0,0
25-217,0,0,0,0.625,9.1,10/20/13,Sun,6.6,4.1,0,7,,0,NFL,Kris Durham\DurhKr00,1,CIN,5,L 24-27,4280,0,0,0,8,DET,7,,8.2,5.13,41,0,0
22-051,0,0,0,0.6,7.1,10/11/15,Sun,5.6,4.1,0,5,,0,NFL,Mike Evans\EvanMi00,1,JAX,3,W 38-31,4281,0,0,0,5,TAM,5,,13.67,8.2,41,0,0
32-101,0,0,0,0.833,9.1,12/10/15,Thu,6.6,4.1,0,13,,0,NFL,Larry Fitzgerald\FitzLa00,1,MIN,5,W 23-20,4282,0,0,0,6,ARI,14,,8.2,6.83,41,0,0
25-024,0,0,0,0.25,6.1,12/21/14,Sun,5.1,4.1,0,15,,0,NFL,Michael Floyd\FloyMi00,1,SEA,2,L 6-35,4283,0,0,0,8,ARI,16,,20.5,5.13,41,0,0
21-178,0,0,0,1,6.1,11/15/15,Sun,5.1,4.1,0,9,@,0,NFL,Devin Funchess\FuncDe00,1,TEN,2,W 27-10,4284,0,0,0,2,CAR,10,,20.5,20.5,41,0,0
27-115,0,0,0,0.75,14.1,12/1/13,Sun,8.6,4.1,1,12,,0,NFL,Pierre Garcon\GarcPi00,1,NYG,9,L 17-24,4285,0,0,0,12,WAS,13,,6.78,5.08,61,0,0
25-047,0,0,0,0.429,10.1,9/16/13,Mon,7.1,4.1,0,2,,0,NFL,A.J. Green\GreeA.00,1,PIT,6,W 20-10,4286,0,0,0,14,CIN,2,,6.83,2.93,41,0,0
25-306,0,0,0,0.111,5.1,9/23/12,Sun,4.6,4.1,0,3,,0,NFL,Brian Hartline\HartBr00,1,NYJ,1,L 20-23,4287,0,0,0,9,MIA,3,,41,4.56,41,0,0
25-341,0,0,0,0.667,8.1,10/28/12,Sun,6.1,4.1,0,7,@,0,NFL,Brian Hartline\HartBr00,1,NYJ,4,W 30-9,4288,0,0,0,6,MIA,8,,10.25,6.83,41,0,0
25-203,0,0,0,0.5,8.1,9/16/12,Sun,6.1,4.1,0,2,@,0,NFL,Darrius Heyward-Bey\HeywDa00,1,MIA,4,L 13-35,4289,0,0,0,8,OAK,2,,10.25,5.13,41,0,0
24-297,0,0,0,0.455,9.1,9/7/14,Sun,6.6,4.1,0,1,@,0,NFL,T.Y. Hilton\HiltT.00,1,DEN,5,L 24-31,4290,0,0,0,11,IND,1,,8.2,3.73,41,0,0
26-309,0,0,0,0.364,8.1,9/18/16,Sun,6.1,4.1,0,2,@,0,NFL,T.Y. Hilton\HiltT.00,1,DEN,4,L 20-34,4291,0,0,0,11,IND,2,,10.25,3.73,41,0,0
23-079,0,1,0,0.6,7.1,9/11/16,Sun,5.6,4.1,0,1,@,0,NFL,Adam Humphries\HumpAd00,1,ATL,3,W 31-24,4292,0,0,0,5,TAM,1,7,11.33,6.8,34,0,7
27-021,0,2,0,0.8,8.1,12/22/13,Sun,6.1,4.1,0,15,,0,NFL,DeSean Jackson\JackDe00,1,CHI,4,W 54-11,4293,0,0,0,5,PHI,16,6,7.25,5.8,29,0,12
23-213,0,2,0,0.2,5.1,9/15/13,Sun,4.6,4.1,0,2,,0,NFL,Alshon Jeffery\JeffAl00,1,MIN,1,W 31-30,4294,0,0,0,5,CHI,2,15,11,2.2,11,0,30
30-030,0,0,0,0.4,8.1,10/21/13,Mon,6.1,4.1,0,6,@,0,NFL,Greg Jennings\JennGr00,1,NYG,4,L 7-23,4295,0,0,0,10,MIN,7,,10.25,4.1,41,0,0
25-276,0,0,0,0.5,6.1,11/30/14,Sun,5.1,4.1,0,12,,0,NFL,Charles Johnson\JohnCh08,1,CAR,2,W 31-13,4296,0,0,0,4,MIN,13,,20.5,10.25,41,0,0
27-339,0,0,0,0.6,7.1,11/2/14,Sun,5.6,4.1,0,8,,0,NFL,Steve Johnson\JohnSt00,1,STL,3,L 10-13,4297,0,0,0,5,SFO,9,,13.67,8.2,41,0,0
29-273,0,0,0,0.857,10.1,12/29/13,Sun,7.1,4.1,0,16,@,0,NFL,James Jones\JoneJa04,1,CHI,6,W 33-28,4298,0,0,0,7,GNB,17,,6.83,5.86,41,0,0
26-281,0,0,0,0.6,7.1,12/18/16,Sun,5.6,4.1,0,14,@,0,NFL,Marvin Jones\JoneMa02,1,NYG,3,L 6-17,4299,0,0,0,5,DET,15,,13.67,8.2,41,0,0
25-051,0,1,0,0.625,9.1,12/29/13,Sun,6.6,4.1,0,16,@,0,NFL,Jeremy Kerley\KerlJe00,1,MIA,5,W 20-7,4300,0,0,0,8,NYJ,17,1,8,5,40,0,1
22-192,0,1,0,0.5,6.1,9/23/12,Sun,5.1,4.1,0,3,@,0,NFL,Keshawn Martin\MartKe01,1,DEN,2,W 31-25,4301,0,0,0,4,HOU,3,21,10,5,20,0,21
22-108,0,0,0,0.625,9.1,11/22/15,Sun,6.6,4.1,0,10,@,0,NFL,Donte Moncrief\MoncDo00,1,ATL,5,W 24-21,4302,0,0,0,8,IND,11,,8.2,5.13,41,0,0
27-234,0,0,0,1,8.1,10/5/14,Sun,5.6,4.1,1,5,,0,NFL,Preston Parker\ParkPr00,1,ATL,3,W 30-20,4303,0,0,0,3,NYG,5,,20.33,20.33,61,0,0
25-222,0,0,0,1,8.1,12/15/13,Sun,6.1,4.1,0,14,,0,NFL,Austin Pettis\PettAu00,1,NOR,4,W 27-16,4304,0,0,0,4,STL,15,,10.25,10.25,41,0,0
29-122,0,0,0,0.875,11.1,9/20/15,Sun,7.6,4.1,0,2,,0,NFL,Eddie Royal\RoyaEd00,1,ARI,7,L 23-48,4305,0,0,0,8,CHI,2,,5.86,5.13,41,0,0
27-131,0,0,0,0.6,7.1,1/3/16,Sun,5.6,4.1,0,16,,0,NFL,Greg Salas\SalaGr00,1,NYJ,3,W 22-17,4306,0,0,0,5,BUF,17,,13.67,8.2,41,0,0
26-308,0,0,0,0.375,7.1,10/26/14,Sun,5.6,4.1,0,8,,0,NFL,Cecil Shorts\ShorCe00,1,MIA,3,L 13-27,4307,0,0,0,8,JAX,8,,13.67,5.13,41,0,0
23-269,0,0,0,0.308,8.1,10/21/12,Sun,6.1,4.1,0,7,@,0,NFL,Torrey Smith\SmitTo02,1,HOU,4,L 13-43,4308,0,0,0,13,BAL,7,,10.25,3.15,41,0,0
24-255,0,0,0,0.5,6.1,10/21/12,Sun,5.1,4.1,0,6,,0,NFL,Rod Streater\StreRo00,1,JAX,2,W 26-23,4309,0,0,0,4,OAK,7,,20.5,10.25,41,0,0
24-318,0,0,0,1,7.1,1/1/17,Sun,5.6,4.1,0,16,,0,NFL,Jordan Taylor\TaylJo01,1,OAK,3,W 24-6,4310,0,0,0,3,DEN,17,,13.67,13.67,41,0,0
26-027,0,0,0,0.8,8.1,9/18/16,Sun,6.1,4.1,1,2,,0,NFL,Adam Thielen\ThieAd00,1,GNB,4,W 17-14,4311,0,0,0,5,MIN,2,,10.25,8.2,41,0,0
26-089,0,1,0,0.5,8.1,10/26/14,Sun,6.1,4.1,0,7,@,0,NFL,Kenbrell Thompkins\ThomKe02,1,CLE,4,L 13-23,4312,0,0,0,8,OAK,8,7,8.5,4.25,34,0,7
27-095,0,0,0,0.857,10.1,11/1/15,Sun,7.1,4.1,0,7,@,0,NFL,Kenbrell Thompkins\ThomKe02,1,OAK,6,L 20-34,4313,0,0,0,7,NYJ,8,,6.83,5.86,41,0,0
24-323,0,0,0,0.6,7.1,12/27/15,Sun,5.6,4.1,0,15,@,0,NFL,Markus Wheaton\WheaMa00,1,BAL,3,L 17-20,4314,0,0,0,5,PIT,16,,13.67,8.2,41,0,0
23-275,0,0,0,0.571,8.1,11/9/14,Sun,6.1,4.1,0,10,@,0,NFL,Markus Wheaton\WheaMa00,1,NYJ,4,L 13-20,4315,0,0,0,7,PIT,10,,10.25,5.86,41,0,0
26-105,0,0,0,0.5,6.1,1/1/17,Sun,5.1,4.1,0,16,@,0,NFL,Wendall Williams\WillWe00,1,TEN,2,L 17-24,4316,0,0,0,4,HOU,17,,20.5,10.25,41,0,0
24-224,0,0,0,1,7.1,11/20/16,Sun,5.6,4.1,0,10,@,0,NFL,Robert Woods\WoodRo02,1,CIN,3,W 16-12,4317,0,0,0,3,BUF,11,,13.67,13.67,41,0,0
23-281,0,3,0,0.5,5,12/21/14,Sun,4.5,4,0,15,,0,NFL,Tavon Austin\AustTa00,1,NYG,1,L 27-37,4318,0,0,0,2,STL,16,8.33,15,7.5,15,0,25
22-177,0,1,0,0.857,10,9/8/13,Sun,7,4,0,1,,0,NFL,Tavon Austin\AustTa00,1,ARI,6,W 27-24,4319,0,0,0,7,STL,1,-1,6.83,5.86,41,0,-1
26-168,0,0,0,0.667,8,10/11/15,Sun,6,4,0,5,,0,NFL,Cole Beasley\BeasCo00,1,NWE,4,L 6-30,4320,0,0,0,6,DAL,5,,10,6.67,40,0,0
22-272,0,0,0,0.375,7,10/7/12,Sun,5.5,4,0,5,,0,NFL,Justin Blackmon\BlacJu00,1,CHI,3,L 3-41,4321,0,0,0,8,JAX,5,,13.33,5,40,0,0
36-062,0,0,0,0.667,8,12/4/16,Sun,6,4,0,12,@,0,NFL,Anquan Boldin\BoldAn00,1,NOR,4,W 28-13,4322,0,0,0,6,DET,13,,10,6.67,40,0,0
29-358,0,0,0,0.5,7,9/14/14,Sun,5.5,4,0,2,@,0,NFL,Dwayne Bowe\BoweDw00,1,DEN,3,L 17-24,4323,0,0,0,6,KAN,2,,13.33,6.67,40,0,0
26-224,0,1,0,0.5,6,11/13/16,Sun,5,4,0,9,,0,NFL,John Brown\BrowJo02,1,SFO,2,W 23-20,4324,0,0,0,4,ARI,10,10,15,7.5,30,0,10
24-241,0,0,0,0.4,6,11/30/14,Sun,5,4,0,12,@,0,NFL,John Brown\BrowJo02,1,ATL,2,L 18-29,4325,0,0,0,5,ARI,13,,20,8,40,0,0
24-274,0,0,0,0.5,6,11/10/13,Sun,5,4,0,9,@,0,NFL,Mike Brown\BrowMi00,1,TEN,2,W 29-27,4326,0,0,0,4,JAX,10,,20,10,40,0,0
23-274,0,0,0,1,7,10/26/14,Sun,5.5,4,0,8,@,0,NFL,Michael Campanaro\CampMi02,1,CIN,3,L 24-27,4327,0,0,0,3,BAL,8,,13.33,13.33,40,0,0
25-134,0,1,0,0.75,10,1/3/16,Sun,7,4,0,16,,0,NFL,Randall Cobb\CobbRa00,1,MIN,6,L 13-20,4328,0,0,0,8,GNB,17,3,6.17,4.63,37,0,3
30-169,0,0,0,0.667,8,11/21/13,Thu,6,4,0,11,@,0,NFL,Marques Colston\ColsMa00,1,ATL,4,W 17-13,4329,0,0,0,6,NOR,12,,10,6.67,40,0,0
29-110,0,0,0,0.75,7,9/23/12,Sun,5.5,4,0,3,,0,NFL,Marques Colston\ColsMa00,1,KAN,3,L 24-27,4330,0,0,0,4,NOR,3,,13.33,10,40,0,0
33-194,0,1,0,0.8,8,12/27/15,Sun,6,4,0,15,@,0,NFL,Jerricho Cotchery\CotcJe00,1,ATL,4,L 13-20,4331,0,0,0,5,CAR,16,16,6,4.8,24,0,16
27-049,0,0,0,0.556,9,11/2/14,Sun,6.5,4,0,8,,0,NFL,Michael Crabtree\CrabMi00,1,STL,5,L 10-13,4332,0,0,0,9,SFO,9,,8,4.44,40,0,0
25-009,0,0,0,0.75,10,9/23/12,Sun,7,4,0,3,@,0,NFL,Michael Crabtree\CrabMi00,1,MIN,6,L 13-24,4333,0,0,0,8,SFO,3,,6.67,5,40,0,0
26-085,0,0,0,0.5,8,12/8/13,Sun,6,4,0,13,,0,NFL,Michael Crabtree\CrabMi00,1,SEA,4,W 19-17,4334,0,0,0,8,SFO,14,,10,5,40,0,0
22-123,1,0,0,0.444,8,10/18/15,Sun,6,4,0,6,@,0,NFL,Jamison Crowder\CrowJa00,1,NYJ,4,L 20-34,4335,0,0,0,9,WAS,6,,10,4.44,40,0,0
27-225,0,0,0,0.636,11,10/26/14,Sun,7.5,4,0,8,,0,NFL,Eric Decker\DeckEr00,1,BUF,7,L 23-43,4336,0,0,0,11,NYJ,8,,5.71,3.64,40,0,0
22-301,0,0,0,0.571,8,9/25/16,Sun,6,4,0,3,@,0,NFL,Stefon Diggs\DiggSt00,1,CAR,4,W 22-10,4337,0,0,0,7,MIN,3,,10,5.71,40,0,0
30-154,0,0,0,0.9,14,10/23/16,Sun,8.5,4,1,7,@,0,NFL,Julian Edelman\EdelJu00,1,PIT,9,W 27-16,4338,0,0,0,10,NWE,7,,6.67,6,60,0,0
31-208,0,0,0,0.714,9,11/6/16,Sun,6.5,4,0,8,@,0,NFL,Ted Ginn\GinnTe00,1,LAR,5,W 13-10,4339,0,0,0,7,CAR,9,,8,5.71,40,0,0
21-163,0,0,0,0.5,7,9/23/12,Sun,5.5,4,0,3,,0,NFL,Josh Gordon\GordJo02,1,BUF,3,L 14-24,4340,0,0,0,6,CLE,3,,13.33,6.67,40,0,0
22-221,0,0,0,0.5,7,11/19/15,Thu,5.5,4,0,10,@,0,NFL,Dorial Green-Beckham\GreeDo00,1,JAX,3,L 13-19,4341,0,0,0,6,TEN,11,,13.33,6.67,40,0,0
25-280,0,0,0,0.667,8,12/2/12,Sun,6,4,0,12,,0,NFL,Darrius Heyward-Bey\HeywDa00,1,CLE,4,L 17-20,4342,0,0,0,6,OAK,13,,10,6.67,40,0,0
21-221,0,0,0,0.625,9,12/2/12,Sun,6.5,4,0,12,,0,NFL,Stephen Hill\HillSt00,1,ARI,5,W 7-6,4343,0,0,0,8,NYJ,13,,8,5,40,0,0
24-318,0,0,0,0.5,8,9/25/16,Sun,6,4,0,3,,0,NFL,Allen Hurns\HurnAl01,1,BAL,4,L 17-19,4344,0,0,0,8,JAX,3,,10,5,40,0,0
23-305,0,0,0,0.714,10,9/13/15,Sun,6.5,4,1,1,,0,NFL,Allen Hurns\HurnAl01,1,CAR,5,L 9-20,4345,0,0,0,7,JAX,1,,12,8.57,60,0,0
29-025,0,0,0,0.667,8,12/26/15,Sat,6,4,0,15,@,0,NFL,DeSean Jackson\JackDe00,1,PHI,4,W 38-24,4346,0,0,0,6,WAS,16,,10,6.67,40,0,0
29-292,0,0,0,0.6,7,9/18/16,Sun,5.5,4,0,2,,0,NFL,DeSean Jackson\JackDe00,1,DAL,3,L 23-27,4347,0,0,0,5,WAS,2,,13.33,8,40,0,0
29-285,0,0,0,0.333,6,10/25/12,Thu,5,4,0,7,@,0,NFL,Vincent Jackson\JackVi00,1,MIN,2,W 36-17,4348,0,0,0,6,TAM,8,,20,6.67,40,0,0
32-256,0,0,0,0.5,6,9/27/15,Sun,5,4,0,3,@,0,NFL,Vincent Jackson\JackVi00,1,HOU,2,L 9-19,4349,0,0,0,4,TAM,3,,20,10,40,0,0
26-023,0,2,0,1,5,12/1/14,Mon,4.5,4,0,12,,0,NFL,Jeremy Kerley\KerlJe00,1,MIA,1,L 13-16,4350,0,0,0,1,NYJ,13,19,2,2,2,0,38
28-165,0,0,0,0.8,8,10/23/16,Sun,6,4,0,6,,0,NFL,Jeremy Maclin\MaclJe00,1,NOR,4,W 27-21,4351,0,0,0,5,KAN,7,,10,8,40,0,0
28-282,0,1,0,0.357,9,12/30/12,Sun,6.5,4,0,16,@,0,NFL,Brandon Marshall\MarsBr00,1,DET,5,W 26-24,4352,0,0,0,14,CHI,17,-2,8.4,3,42,0,-2
